hts8|brief_description|quantity_1_code|quantity_2_code|wto_binding_code|mfn_text_rate|mfn_rate_type_code|mfn_ad_val_rate|mfn_specific_rate|mfn_other_rate|col1_special_text|gsp_indicator|gsp_ctry_excluded|apta_indicator|civil_air_indicator|nafta_canada_ind|nafta_mexico_ind|mexico_rate_type_code|mexico_ad_val_rate|mexico_specific_rate|cbi_indicator|cbi_ad_val_rate|cbi_specific_rate|agoa_indicator|cbtpa_indicator|cbtpa_rate_type_code|cbtpa_ad_val_rate|cbtpa_specific_rate|israel_fta_indicator|atpa_indicator|atpa_ad_val_rate|atpa_specific_rate|atpdea_indicator|jordan_indicator|jordan_rate_type_code|jordan_ad_val_rate|jordan_specific_rate|jordan_other_rate|singapore_indicator|singapore_rate_type_code|singapore_ad_val_rate|singapore_specific_rate|singapore_other_rate|chile_indicator|chile_rate_type_code|chile_ad_val_rate|chile_specific_rate|chile_other_rate|morocco_indicator|morocco_rate_type_code|morocco_ad_val_rate|morocco_specific_rate|morocco_other_rate|australia_indicator|australia_rate_type_code|australia_ad_val_rate|australia_specific_rate|australia_other_rate|pharmaceutical_ind|dyes_indicator|col2_text_rate|col2_rate_type_code|col2_ad_val_rate|col2_specific_rate|col2_other_rate|begin_effect_date|end_effective_date|footnote_comment|additional_duty
11042200|Grains of oats, hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not rolled or flaked|KG||B|0.5%|7|0.005|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||11%|7|0.11|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
11042300|Grains of corn (maize), hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not rolled or flaked|KG||B|0.45 cents/kg|1|0|0.0045|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||1 cents/kg|1|0|0.01|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
11042910|Grains of barley, hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not rolled or flaked|KG||B|1.2%|7|0.012|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||17%|7|0.17|0|0|01/01/2005 00:00:00|09/30/2008 00:00:00||
11042990|Grains of cereals other than barley, oats or corn, hulled, pearled, clipped, sliced, kibbled or otherwise worked, but not rolled or flaked|KG||B|2.7%|7|0.027|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||20%|7|0.2|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
11043000|Germ of cereals, whole, rolled, flaked or ground|KG||B|4.5%|7|0.045|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||20%|7|0.2|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
11051000|Flour, meal and powder of potatoes|KG||B|1.7 cents/kg|1|0|0.017|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5.5 cents/kg|1|0|0.055|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
27150000|Bituminous mixtures based on natural asphalt, natural bitumen, petroleum bitumen, mineral tar or mineral tar pitch|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
11052000|Flakes, granules and pellets, of potatoes|KG||B|1.3 cents/kg|1|0|0.013|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||6.1 cents/kg|1|0|0.061|0|01/01/2005 00:00:00|09/30/2008 00:00:00||
11061000|Flour, meal and powder of the dried leguminous vegetables of heading 0713|KG||B|8.3%|7|0.083|0|0|Free (A,CA,CL,E,IL,J,JO,MX); 4.1% (SG); 6.2% (AU)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.041|0|0|CL|0|0|0|0||||||AU|7|0.062|0|0|||35%|7|0.35|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
11062010|Flour, meal and powder of Chinese water chestnuts|KG||B|8.3%|7|0.083|0|0|Free (A,CA,CL,E,IL,J,JO,MX); 4.1% (SG); 6.2% (AU)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.041|0|0|CL|0|0|0|0||||||AU|7|0.062|0|0|||35%|7|0.35|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
11062090|Flour, meal and powder of sago, or of roots or tubers of heading 0714 (excluding Chinese water chestnuts)|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/10/2002 00:00:00|12/31/2020 00:00:00||
11063020|Flour, meal and powder of banana and plantain|KG||B|2.8%|7|0.028|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|EC|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||20%|7|0.2|0|0|01/01/2005 00:00:00|12/31/2020 00:00:00||
11063040|Fruit and nut flour, meal and powder of the products of chapter 8, other than of banana and plantain|KG||B|9.6%|7|0.096|0|0|Free (A,CA,CL,E,IL,J,JO,MX); 4.8% (SG); 7.2% (AU)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.048|0|0|CL|0|0|0|0||||||AU|7|0.072|0|0|||20%|7|0.2|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
11071000|Malt, not roasted|KG||B|0.3 cents/kg|1|0|0.003|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||0.88 cents/kg|1|0|0.0088|0|01/01/2005 00:00:00|09/30/2008 00:00:00||
11072000|Malt, roasted|KG||B|0.42 cents/kg|1|0|0.0042|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||0.88 cents/kg|1|0|0.0088|0|01/01/2005 00:00:00|09/30/2008 00:00:00||
27109932|Waste lubricating greases from petro oil/bitum min/70%+ by wt. fr petro oils but n/o 10% by wt. of fatty acid salts animal/vegetable origin|KG||B|5.8%|7|0.058|0|0|Free (A,AU,CA,CL,IL,J+,JO,MX,R,SG)|A||||CA|MX|0|0|0|||||R|0|0|0|IL||||J+|JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||20%|7|0.2|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
27109939|Waste lubricating greases from petro oil/bitum min/70%+ by wt. fr petro oils but over 10% by wt. of fatty acid salts animal/vegetable origin|KG||B|1.3 cents/kg + 5.7%|4|0.057|0.013|0|Free (A,AU,CA,CL,IL,J+,JO,MX,R,SG)|A||||CA|MX|0|0|0|||||R|0|0|0|IL||||J+|JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||4.4 cents/kg + 20%|4|0.2|0.044|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
27109945|Waste mixtures of hydrocarbons from petro oils & bitum. min. or preps.70%+ by wt. fr. petro oils, nesoi, n/o 50% any single hydrocarbon|BBL||B|10.5 cents/bbl|1|0|0.105|0|Free (A+,AU,CA,CL,D,IL,J+,JO,MX,R,SG)|A+||||CA|MX|0|0|0||||D|R|0|0|0|IL||||J+|JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||21 cents/bbl|1|0|0.21|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
27109990|Waste petroleum oils & oils from bitum. min. or preps nesoi 70%+ by wt. from petro. oils or bitum. min., nesoi|KG|L|B|7%|7|0.07|0|0|Free (A+,AU,CA,D,E,IL,J,JO,MX); 3.5% (CL,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|7|0.035|0|0|CL|7|0.035|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
27111100|Natural gas, liquefied|KM3||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27111200|Propane, liquefied|BBL||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27111300|Butanes, liquefied|BBL||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27111400|Ethylene, propylene, butylene and butadiene, liquefied|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|07/01/1992 00:00:00|12/31/2020 00:00:00||
27111900|Liquefied petroleum gases and other gaseous hydrocarbons, nesoi|NA|NA|B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1990 00:00:00|12/31/2020 00:00:00||
27112100|Natural gas, in gaseous state|KM3||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27112900|Petroleum gases and other gaseous hydrocarbons, except natural gas|BBL||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|07/01/2002 00:00:00|12/31/2020 00:00:00||
27121000|Petroleum jelly|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27122000|Paraffin wax (whether or not colored), obtained by synthesis or other process and less than 0.75% oil by wt.|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||2.2 cents/kg|1|0|0.022|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27129010|Montan wax (whether or not colored), obtained by synthesis or other process|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27129020|Mineral waxes (i.e.,paraffin w/0.75%+ oil, microcrystall. wax, slack lignite & peat waxes, ozokerite), obtained by synthesis|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||2.2 cents/kg|1|0|0.022|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27131100|Coke, petroleum, not calcined|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27131200|Coke, petroleum coke, calcined|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||45%|7|0.45|0|0|01/01/1999 00:00:00|12/31/2020 00:00:00||
27132000|Petroleum bitumen|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
27139000|Residues (except petroleum coke or petroleum bitumen) of petroleum oils or of oils obtained from bituminous materials|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28013010|Fluorine|KG||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28013010|Fluorine|KG||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28013020|Bromine|KG||B|5.5%|7|0.055|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX); 2.7% (SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|7|0.027|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||37%|7|0.37|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
28020000|Sulfur, sublimed or precipitated; colloidal sulfur|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28030000|Carbon (carbon blacks and other forms of carbon not elsewhere specified or included)|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||20%|7|0.2|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28041000|Hydrogen|KM3||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28041000|Hydrogen|KM3||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28042100|Argon|KM3||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28042100|Argon|KM3||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28042900|Rare gases, other than argon|KM3||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00|See heading 9902.01.47 and subheading 9903.27.02.|
28042900|Rare gases, other than argon|KM3||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00|See heading 9902.01.47 and subheading 9903.27.02.|
28043000|Nitrogen|KM3||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28043000|Nitrogen|KM3||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28044000|Oxygen|KM3||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28044000|Oxygen|KM3||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28045000|Boron; tellurium|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||25%|7|0.25|0|0|07/01/1994 00:00:00|12/31/2020 00:00:00||
28046100|Silicon containing by weight not less than 99.99 percent of silicon|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||25%|7|0.25|0|0|01/01/1999 00:00:00|12/31/2020 00:00:00||
28046910|Silicon, containing by weight less than 99.99 percent but not less than 99 percent of silicon|KG|CKG|B|5.3%|7|0.053|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX); 2.6% (SG)|A*|BR|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.026|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||21%|7|0.21|0|0|07/01/2005 00:00:00|12/31/2005 00:00:00||
28046910|Silicon, containing by weight less than 99.99 percent but not less than 99 percent of silicon|KG|CKG|B|5.3%|7|0.053|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX); 2.6% (SG)|A*|BRIN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.026|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||21%|7|0.21|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28046950|Silicon, containing by weight less than 99 percent of silicon|KG|CKG|B|5.5%|7|0.055|0|0|Free (A+,AU,CA,CL,E,IL,J,JO,MX); 2.7% (SG)|A+||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|7|0.027|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||45%|7|0.45|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
28047000|Phosphorus|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||17.6 cents/kg|1|0|0.176|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28048000|Arsenic|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||13.2 cents/kg|1|0|0.132|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28049000|Selenium|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28051100|Sodium|KG||B|5.3%|7|0.053|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX); 2.6% (SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|7|0.026|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
28051200|Calcium|KG||B|3%|7|0.03|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX,SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|09/30/2008 00:00:00||
28051910|Strontium|KG||B|3.7%|7|0.037|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28051910|Strontium|KG||B|3.7%|7|0.037|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28051920|Barium|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||25%|7|0.25|0|0|01/10/2002 00:00:00|12/31/2020 00:00:00||
28051990|Alkali metals, other than sodium|KG||B|5.5%|7|0.055|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX); 2.7% (SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|7|0.027|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
28053000|Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed|KG||B|5%|7|0.05|0|0|Free (A+,AU,CA,CL,D,E,IL,J,JO,MX); 2.5% (SG)|A+||||CA|MX|0|0|0|E|0|0|D|||||IL|J|0|0||JO|0|0|0|0|SG|7|0.025|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||31.3%|7|0.313|0|0|01/01/2005 00:00:00|12/31/2005 00:00:00||
28054000|Mercury|KG||B|1.7%|7|0.017|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|AR|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5.7%|7|0.057|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28054000|Mercury|KG||B|1.7%|7|0.017|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|ARIN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||5.7%|7|0.057|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28061000|Hydrogen chloride (Hydrochloric acid)|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28062000|Chlorosulfuric acid|KG||B|4.2%|7|0.042|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28062000|Chlorosulfuric acid|KG||B|4.2%|7|0.042|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28070000|Sulfuric acid; oleum|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28080000|Nitric acid; sulfonitric acids|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28091000|Diphosphorus pentoxide|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||25%|7|0.25|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28092000|Phosphoric acid and polyphosphoric acids|T||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28100000|Oxides of boron; boric acids|T||B|1.5%|7|0.015|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||8.5%|7|0.085|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28100000|Oxides of boron; boric acids|T||B|1.5%|7|0.015|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||8.5%|7|0.085|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28111100|Hydrogen fluoride (Hydrofluoric acid)|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||Free|0|0|0|0|01/01/1989 00:00:00|12/31/2020 00:00:00||
28111910|Arsenic acid|KG||B|2.3%|7|0.023|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||4.9%|7|0.049|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28111910|Arsenic acid|KG||B|2.3%|7|0.023|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||4.9%|7|0.049|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
28111930|Hydrobromic acid|KG||B|Free|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||25%|7|0.25|0|0|01/01/1999 00:00:00|12/31/2020 00:00:00||
28111960|Other inorganic acids|KG||B|4.2%|7|0.042|0|0|Free (A,AU,CA,CL,E,IL,J,JO,MX,SG)|A||||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|07/01/2005 00:00:00|12/31/2020 00:00:00||
28111960|Other inorganic acids|KG||B|4.2%|7|0.042|0|0|Free (A*,AU,CA,CL,E,IL,J,JO,MX,SG)|A*|IN|||CA|MX|0|0|0|E|0|0||||||IL|J|0|0||JO|0|0|0|0|SG|0|0|0|0|CL|0|0|0|0||||||AU|0|0|0|0|||25%|7|0.25|0|0|01/01/2005 00:00:00|06/30/2005 00:00:00||
